,Items,Antecedent,Consequent,Support,Confidence,Lift
142,"{'MUTH_102', 'MUTH_132', 'MUTH_202'}","{'MUTH_102', 'MUTH_202'}",{'MUTH_132'},0.0007714065312419646,0.6000000000000001,63.06486486486487
158,"{'MUTH_201', 'MUTH_132', 'MUTH_131'}","{'MUTH_132', 'MUTH_131'}",{'MUTH_201'},0.0007714065312419646,0.75,59.525510204081634
199,"{'APST_701', 'MUTH_201', 'OPTH_202', 'PVST_002'}","{'APST_701', 'OPTH_202', 'PVST_002'}",{'MUTH_201'},0.0007714065312419646,0.75,59.525510204081634
206,"{'MUTH_232', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_232', 'MUTH_102', 'MUTH_132'}",{'MUTH_201'},0.0007714065312419646,0.75,59.525510204081634
215,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_232'}","{'MUTH_231', 'MUTH_102', 'MUTH_232'}",{'MUTH_201'},0.0007714065312419646,0.75,59.525510204081634
223,"{'MUTH_232', 'MUTH_201', 'MUTH_132', 'MUTH_231', 'MUTH_102'}","{'MUTH_231', 'MUTH_102', 'MUTH_132', 'MUTH_232'}",{'MUTH_201'},0.0007714065312419646,0.75,59.525510204081634
108,"{'PVST_009', 'APST_802', 'APST_800'}","{'PVST_009', 'APST_802'}",{'APST_800'},0.0007714065312419646,1.0,58.04477611940298
90,"{'MUTH_232', 'APST_213', 'PVST_002'}","{'PVST_002', 'APST_213'}",{'MUTH_232'},0.0007714065312419646,0.5,57.19117647058823
205,"{'MUTH_232', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_201', 'MUTH_102', 'MUTH_132'}",{'MUTH_232'},0.0007714065312419646,0.5,57.19117647058823
46,"{'MUTH_101', 'MUTH_130'}",{'MUTH_130'},{'MUTH_101'},0.0007714065312419646,0.6000000000000001,56.91219512195122
134,"{'MUTH_101', 'MUTH_231', 'MUTH_102'}","{'MUTH_101', 'MUTH_102'}",{'MUTH_231'},0.0007714065312419646,0.6000000000000001,56.91219512195122
172,"{'MUTH_231', 'MUTH_201', 'OPTH_202'}","{'OPTH_202', 'MUTH_201'}",{'MUTH_231'},0.0007714065312419646,0.6000000000000001,56.91219512195122
133,"{'MUTH_101', 'MUTH_102', 'MUTH_132'}","{'MUTH_101', 'MUTH_132'}",{'MUTH_102'},0.0007714065312419646,0.6000000000000001,54.26511627906978
216,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_232'}","{'MUTH_231', 'MUTH_201', 'MUTH_232'}",{'MUTH_102'},0.0007714065312419646,0.6000000000000001,54.26511627906978
111,"{'MUTH_201', 'MUTH_202', 'APST_800'}","{'MUTH_201', 'APST_800'}",{'MUTH_202'},0.0007714065312419646,0.6000000000000001,51.853333333333346
154,"{'MUTH_232', 'MUTH_102', 'MUTH_202'}","{'MUTH_232', 'MUTH_102'}",{'MUTH_202'},0.0007714065312419646,0.6000000000000001,51.853333333333346
169,"{'PVST_002', 'MUTH_201', 'MUTH_202'}","{'PVST_002', 'MUTH_201'}",{'MUTH_202'},0.0007714065312419646,0.6000000000000001,51.853333333333346
95,"{'APST_701', 'MUTH_201', 'PVST_002'}","{'APST_701', 'MUTH_201'}",{'PVST_002'},0.0007714065312419646,0.75,50.28879310344827
197,"{'APST_701', 'MUTH_201', 'OPTH_202', 'PVST_002'}","{'APST_701', 'MUTH_201', 'OPTH_202'}",{'PVST_002'},0.0007714065312419646,0.75,50.28879310344827
80,"{'APST_213', 'MUTH_201', 'MUTH_202'}","{'APST_213', 'MUTH_202'}",{'MUTH_201'},0.0007714065312419646,0.6000000000000001,47.62040816326531
138,"{'MUTH_101', 'MUTH_201', 'MUTH_132'}","{'MUTH_101', 'MUTH_132'}",{'MUTH_201'},0.0007714065312419646,0.6000000000000001,47.62040816326531
178,"{'OPTH_202', 'MUTH_201', 'PVST_002'}","{'OPTH_202', 'PVST_002'}",{'MUTH_201'},0.0007714065312419646,0.6000000000000001,47.62040816326531
191,"{'PVST_002', 'APST_213', 'MUTH_201', 'MUTH_202'}","{'PVST_002', 'APST_213', 'MUTH_202'}",{'MUTH_201'},0.0007714065312419646,0.6000000000000001,47.62040816326531
110,"{'APST_804', 'PVST_012', 'APST_800'}","{'APST_804', 'PVST_012'}",{'APST_800'},0.0007714065312419646,0.75,43.53358208955223
99,"{'APST_701', 'PVST_002', 'MUTH_202'}","{'APST_701', 'PVST_002'}",{'MUTH_202'},0.0007714065312419646,0.5,43.211111111111116
180,"{'MUTH_231', 'MUTH_232', 'MUTH_202'}","{'MUTH_231', 'MUTH_232'}",{'MUTH_202'},0.0007714065312419646,0.5,43.211111111111116
9,"{'PVST_002', 'APST_300'}",{'APST_300'},{'PVST_002'},0.0007714065312419646,0.6000000000000001,40.23103448275862
59,"{'OPTH_405', 'PVST_002'}",{'OPTH_405'},{'PVST_002'},0.0007714065312419646,0.6000000000000001,40.23103448275862
176,"{'OPTH_202', 'MUTH_201', 'PVST_002'}","{'OPTH_202', 'MUTH_201'}",{'PVST_002'},0.0007714065312419646,0.6000000000000001,40.23103448275862
51,"{'MUTH_201', 'TECH_170'}",{'TECH_170'},{'MUTH_201'},0.0007714065312419646,0.5,39.683673469387756
82,"{'PVST_002', 'APST_213', 'MUTH_201'}","{'PVST_002', 'APST_213'}",{'MUTH_201'},0.0007714065312419646,0.5,39.683673469387756
96,"{'APST_701', 'MUTH_201', 'PVST_002'}","{'APST_701', 'PVST_002'}",{'MUTH_201'},0.0007714065312419646,0.5,39.683673469387756
112,"{'MUTH_201', 'MUTH_202', 'APST_800'}","{'MUTH_202', 'APST_800'}",{'MUTH_201'},0.0007714065312419646,0.5,39.683673469387756
14,"{'APST_714', 'APST_800'}",{'APST_714'},{'APST_800'},0.0007714065312419646,0.5,29.02238805970149
65,"{'SOCI_302', 'SOCI_301'}",{'SOCI_301'},{'SOCI_302'},0.0010285420416559527,0.8,622.24
66,"{'SOCI_302', 'SOCI_301'}",{'SOCI_302'},{'SOCI_301'},0.0010285420416559527,0.8,622.24
62,"{'PHYS_411', 'PHYS_412'}",{'PHYS_411'},{'PHYS_412'},0.0010285420416559527,0.6666666666666666,432.11111111111103
63,"{'PHYS_411', 'PHYS_412'}",{'PHYS_412'},{'PHYS_411'},0.0010285420416559527,0.6666666666666666,432.11111111111103
70,"{'PVST_001', 'APST_113', 'APST_214'}","{'PVST_001', 'APST_214'}",{'APST_113'},0.0010285420416559527,0.8,388.90000000000003
92,"{'APST_701', 'MUTH_201', 'OPTH_202'}","{'APST_701', 'MUTH_201'}",{'OPTH_202'},0.0010285420416559527,1.0,388.90000000000003
24,"{'PVST_026', 'APST_822'}",{'APST_822'},{'PVST_026'},0.0010285420416559527,0.8,345.68888888888887
10,"{'APST_600', 'APST_601'}",{'APST_601'},{'APST_600'},0.0010285420416559527,1.0,277.7857142857143
94,"{'APST_701', 'MUTH_201', 'OPTH_202'}","{'OPTH_202', 'MUTH_201'}",{'APST_701'},0.0010285420416559527,0.8,259.26666666666665
101,"{'APST_701', 'OPTH_202', 'PVST_002'}","{'APST_701', 'PVST_002'}",{'OPTH_202'},0.0010285420416559527,0.6666666666666666,259.26666666666665
102,"{'APST_701', 'OPTH_202', 'PVST_002'}","{'OPTH_202', 'PVST_002'}",{'APST_701'},0.0010285420416559527,0.8,259.26666666666665
7,"{'PVST_005', 'APST_282'}",{'APST_282'},{'PVST_005'},0.0010285420416559527,1.0,243.0625
69,"{'PVST_001', 'APST_113', 'APST_214'}","{'PVST_001', 'APST_113'}",{'APST_214'},0.0010285420416559527,0.6666666666666666,216.05555555555551
0,"{'APST_113', 'APST_214'}",{'APST_113'},{'APST_214'},0.0010285420416559527,0.5,162.04166666666666
36,"{'PVST_027', 'COMP_350'}",{'COMP_350'},{'PVST_027'},0.0010285420416559527,0.5,129.63333333333333
5,"{'PVST_001', 'APST_215'}",{'APST_215'},{'PVST_001'},0.0010285420416559527,1.0,125.4516129032258
68,"{'PVST_001', 'APST_113', 'APST_214'}","{'APST_113', 'APST_214'}",{'PVST_001'},0.0010285420416559527,1.0,125.4516129032258
211,"{'MUTH_231', 'MUTH_102', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_102', 'MUTH_232'}",{'MUTH_132'},0.0010285420416559527,1.0,105.10810810810811
71,"{'MUTH_231', 'APST_140', 'MUTH_201'}","{'APST_140', 'MUTH_201'}",{'MUTH_231'},0.0010285420416559527,1.0,94.85365853658536
210,"{'MUTH_231', 'MUTH_102', 'MUTH_132', 'MUTH_232'}","{'MUTH_232', 'MUTH_102', 'MUTH_132'}",{'MUTH_231'},0.0010285420416559527,1.0,94.85365853658536
218,"{'MUTH_231', 'MUTH_201', 'MUTH_132', 'MUTH_232'}","{'MUTH_232', 'MUTH_201', 'MUTH_132'}",{'MUTH_231'},0.0010285420416559527,1.0,94.85365853658536
146,"{'MUTH_232', 'MUTH_102', 'MUTH_132'}","{'MUTH_232', 'MUTH_102'}",{'MUTH_132'},0.0010285420416559527,0.8,84.08648648648649
220,"{'MUTH_231', 'MUTH_201', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_201', 'MUTH_232'}",{'MUTH_132'},0.0010285420416559527,0.8,84.08648648648649
72,"{'MUTH_231', 'APST_140', 'MUTH_201'}","{'MUTH_231', 'APST_140'}",{'MUTH_201'},0.0010285420416559527,1.0,79.36734693877551
209,"{'MUTH_231', 'MUTH_102', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_102', 'MUTH_132'}",{'MUTH_232'},0.0010285420416559527,0.6666666666666666,76.25490196078431
130,"{'MUTH_231', 'MHST_101', 'MUTH_201'}","{'MHST_101', 'MUTH_201'}",{'MUTH_231'},0.0010285420416559527,0.8,75.8829268292683
156,"{'MUTH_231', 'MUTH_102', 'MUTH_232'}","{'MUTH_232', 'MUTH_102'}",{'MUTH_231'},0.0010285420416559527,0.8,75.8829268292683
147,"{'MUTH_232', 'MUTH_102', 'MUTH_132'}","{'MUTH_232', 'MUTH_132'}",{'MUTH_102'},0.0010285420416559527,0.8,72.35348837209304
212,"{'MUTH_231', 'MUTH_102', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_132', 'MUTH_232'}",{'MUTH_102'},0.0010285420416559527,0.8,72.35348837209304
183,"{'PVST_002', 'OPTH_203', 'MUTH_202'}","{'OPTH_203', 'MUTH_202'}",{'PVST_002'},0.0010285420416559527,1.0,67.05172413793103
155,"{'MUTH_231', 'MUTH_102', 'MUTH_232'}","{'MUTH_231', 'MUTH_102'}",{'MUTH_232'},0.0010285420416559527,0.5714285714285714,65.36134453781511
217,"{'MUTH_231', 'MUTH_201', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_201', 'MUTH_132'}",{'MUTH_232'},0.0010285420416559527,0.5714285714285714,65.36134453781511
93,"{'APST_701', 'MUTH_201', 'OPTH_202'}","{'APST_701', 'OPTH_202'}",{'MUTH_201'},0.0010285420416559527,0.8,63.49387755102041
131,"{'MUTH_231', 'MHST_101', 'MUTH_201'}","{'MUTH_231', 'MHST_101'}",{'MUTH_201'},0.0010285420416559527,0.8,63.49387755102041
151,"{'MUTH_232', 'MUTH_201', 'MUTH_102'}","{'MUTH_232', 'MUTH_102'}",{'MUTH_201'},0.0010285420416559527,0.8,63.49387755102041
162,"{'MUTH_232', 'MUTH_201', 'MUTH_132'}","{'MUTH_232', 'MUTH_132'}",{'MUTH_201'},0.0010285420416559527,0.8,63.49387755102041
219,"{'MUTH_231', 'MUTH_201', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_132', 'MUTH_232'}",{'MUTH_201'},0.0010285420416559527,0.8,63.49387755102041
157,"{'MUTH_231', 'MUTH_102', 'MUTH_232'}","{'MUTH_231', 'MUTH_232'}",{'MUTH_102'},0.0010285420416559527,0.6666666666666666,60.29457364341086
184,"{'PVST_002', 'OPTH_203', 'MUTH_202'}","{'PVST_002', 'OPTH_203'}",{'MUTH_202'},0.0010285420416559527,0.6666666666666666,57.614814814814814
150,"{'MUTH_232', 'MUTH_201', 'MUTH_102'}","{'MUTH_201', 'MUTH_102'}",{'MUTH_232'},0.0010285420416559527,0.5,57.19117647058823
13,"{'PVST_002', 'APST_704'}",{'APST_704'},{'PVST_002'},0.0010285420416559527,0.8,53.64137931034483
42,"{'PVST_002', 'LANG_100'}",{'LANG_100'},{'PVST_002'},0.0010285420416559527,0.8,53.64137931034483
56,"{'PVST_002', 'OPTH_305'}",{'OPTH_305'},{'PVST_002'},0.0010285420416559527,0.8,53.64137931034483
58,"{'PVST_002', 'OPTH_404'}",{'OPTH_404'},{'PVST_002'},0.0010285420416559527,0.8,53.64137931034483
